2025-06-06 17:36:48 | INFO     | __main__:<module>:148 | Starting Animal Guessing Game API server...
2025-06-06 18:51:51 | INFO     | main:<module>:121 | Successfully mounted static directory: sounds -> ../sounds
2025-06-06 18:51:51 | INFO     | main:<module>:121 | Successfully mounted static directory: images -> ../images
2025-06-06 18:51:51 | INFO     | main:<module>:121 | Successfully mounted static directory: favicon -> ../favicon
2025-06-06 18:51:51 | INFO     | main:<module>:121 | Successfully mounted static directory: static -> ../static
2025-06-06 18:53:09 | INFO     | main:<module>:121 | Successfully mounted static directory: sounds -> ../sounds
2025-06-06 18:53:09 | INFO     | main:<module>:121 | Successfully mounted static directory: images -> ../images
2025-06-06 18:53:09 | INFO     | main:<module>:121 | Successfully mounted static directory: favicon -> ../favicon
2025-06-06 18:53:09 | INFO     | main:<module>:121 | Successfully mounted static directory: static -> ../static
2025-06-06 18:53:21 | INFO     | main:dispatch:24 | Request started: GET http://localhost:8000/
2025-06-06 18:53:21 | INFO     | main:dispatch:29 | Request completed: 200 (0.00s)
2025-06-06 18:53:21 | INFO     | main:dispatch:24 | Request started: GET http://localhost:8000/style.css
2025-06-06 18:53:21 | INFO     | main:dispatch:24 | Request started: GET http://localhost:8000/audio-converter.js
2025-06-06 18:53:21 | INFO     | main:dispatch:29 | Request completed: 200 (0.00s)
2025-06-06 18:53:21 | INFO     | main:dispatch:29 | Request completed: 200 (0.01s)
2025-06-06 18:53:21 | INFO     | main:dispatch:24 | Request started: GET http://localhost:8000/Guess-game.app.js
2025-06-06 18:53:21 | INFO     | main:dispatch:24 | Request started: GET http://localhost:8000/.well-known/appspecific/com.chrome.devtools.json
2025-06-06 18:53:21 | WARNING  | main:not_found_handler:179 | 404 Not Found: http://localhost:8000/.well-known/appspecific/com.chrome.devtools.json
2025-06-06 18:53:21 | INFO     | main:dispatch:29 | Request completed: 200 (0.17s)
2025-06-06 18:53:21 | INFO     | main:dispatch:29 | Request completed: 200 (0.17s)
2025-06-06 18:53:21 | INFO     | main:dispatch:24 | Request started: GET http://localhost:8000/favicon/favicon.png
2025-06-06 18:53:21 | INFO     | main:dispatch:29 | Request completed: 304 (0.00s)
2025-06-06 18:53:47 | INFO     | main:dispatch:24 | Request started: POST http://localhost:8000/api/speech
2025-06-06 18:53:47 | ERROR    | main:process_speech:220 | Unexpected error during speech processing
Traceback (most recent call last):

  File "C:\ding ngoding tugas infor\recoba\python_backend\audio_processor.py", line 66, in validate_and_normalize
    raise AudioTooLong()

NameError: name 'AudioTooLong' is not defined


During handling of the above exception, another exception occurred:


Traceback (most recent call last):

  File "<string>", line 1, in <module>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\spawn.py", line 122, in spawn_main
    exitcode = _main(fd, parent_sentinel)
               │     │   └ 212
               │     └ 3
               └ <function _main at 0x0000025786CD7420>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\spawn.py", line 135, in _main
    return self._bootstrap(parent_sentinel)
           │    │          └ 212
           │    └ <function BaseProcess._bootstrap at 0x0000025786BC8C20>
           └ <SpawnProcess name='SpawnProcess-7' parent=11364 started>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\process.py", line 314, in _bootstrap
    self.run()
    │    └ <function BaseProcess.run at 0x0000025786BC8180>
    └ <SpawnProcess name='SpawnProcess-7' parent=11364 started>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\process.py", line 108, in run
    self._target(*self._args, **self._kwargs)
    │    │        │    │        │    └ {'config': <uvicorn.config.Config object at 0x0000025786C923F0>, 'target': <bound method Server.run of <uvicorn.server.Server...
    │    │        │    │        └ <SpawnProcess name='SpawnProcess-7' parent=11364 started>
    │    │        │    └ ()
    │    │        └ <SpawnProcess name='SpawnProcess-7' parent=11364 started>
    │    └ <function subprocess_started at 0x0000025789762C00>
    └ <SpawnProcess name='SpawnProcess-7' parent=11364 started>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\uvicorn\_subprocess.py", line 80, in subprocess_started
    target(sockets=sockets)
    │              └ [<socket.socket fd=736, family=2, type=1, proto=6, laddr=('127.0.0.1', 8000)>]
    └ <bound method Server.run of <uvicorn.server.Server object at 0x000002578979CB60>>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\uvicorn\server.py", line 66, in run
    return asyncio.run(self.serve(sockets=sockets))
           │       │   │    │             └ [<socket.socket fd=736, family=2, type=1, proto=6, laddr=('127.0.0.1', 8000)>]
           │       │   │    └ <function Server.serve at 0x0000025789762340>
           │       │   └ <uvicorn.server.Server object at 0x000002578979CB60>
           │       └ <function run at 0x0000025786CDC2C0>
           └ <module 'asyncio' from 'C:\\Program Files\\WindowsApps\\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\\...
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\runners.py", line 195, in run
    return runner.run(main)
           │      │   └ <coroutine object Server.serve at 0x0000025789789460>
           │      └ <function Runner.run at 0x0000025789473560>
           └ <asyncio.runners.Runner object at 0x0000025786C92630>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\runners.py", line 118, in run
    return self._loop.run_until_complete(task)
           │    │     │                  └ <Task pending name='Task-1' coro=<Server.serve() running at C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Pyt...
           │    │     └ <function BaseEventLoop.run_until_complete at 0x0000025789471120>
           │    └ <_WindowsSelectorEventLoop running=True closed=False debug=False>
           └ <asyncio.runners.Runner object at 0x0000025786C92630>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_events.py", line 678, in run_until_complete
    self.run_forever()
    │    └ <function BaseEventLoop.run_forever at 0x0000025789471080>
    └ <_WindowsSelectorEventLoop running=True closed=False debug=False>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_events.py", line 645, in run_forever
    self._run_once()
    │    └ <function BaseEventLoop._run_once at 0x0000025789472E80>
    └ <_WindowsSelectorEventLoop running=True closed=False debug=False>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_events.py", line 1999, in _run_once
    handle._run()
    │      └ <function Handle._run at 0x0000025786EE8EA0>
    └ <Handle Task.task_wakeup(<Future cancelled>)>
  File "C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0\Lib\asyncio\events.py", line 88, in _run
    self._context.run(self._callback, *self._args)
    │    │            │    │           │    └ <member '_args' of 'Handle' objects>
    │    │            │    │           └ <Handle Task.task_wakeup(<Future cancelled>)>
    │    │            │    └ <member '_callback' of 'Handle' objects>
    │    │            └ <Handle Task.task_wakeup(<Future cancelled>)>
    │    └ <member '_context' of 'Handle' objects>
    └ <Handle Task.task_wakeup(<Future cancelled>)>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\middleware\base.py", line 141, in coro
    await self.app(scope, receive_or_disconnect, send_no_error)
          │    │   │      │                      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.send_no_error at 0x00000257A15084A0>
          │    │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <starlette.middleware.exceptions.ExceptionMiddleware object at 0x000002578B0E0200>
          └ <main.LoggingMiddleware object at 0x000002578B0E2360>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
    await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
          │                            │    │    │     │      │        └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.send_no_error at 0x00000257A15084A0>
          │                            │    │    │     │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │                            │    │    │     └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │                            │    │    └ <starlette.requests.Request object at 0x00000257A150E720>
          │                            │    └ <fastapi.routing.APIRouter object at 0x000002578B17DD90>
          │                            └ <starlette.middleware.exceptions.ExceptionMiddleware object at 0x000002578B0E0200>
          └ <function wrap_app_handling_exceptions at 0x0000025789EF7100>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
    await app(scope, receive, sender)
          │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x00000257A1508720>
          │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          └ <fastapi.routing.APIRouter object at 0x000002578B17DD90>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 714, in __call__
    await self.middleware_stack(scope, receive, send)
          │    │                │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x00000257A1508720>
          │    │                │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │    │                └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <bound method Router.app of <fastapi.routing.APIRouter object at 0x000002578B17DD90>>
          └ <fastapi.routing.APIRouter object at 0x000002578B17DD90>
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 734, in app
    await route.handle(scope, receive, send)
          │     │      │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x00000257A1508720>
          │     │      │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │     │      └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │     └ <function Route.handle at 0x0000025789F285E0>
          └ APIRoute(path='/api/speech', name='process_speech', methods=['POST'])
  File "C:\Users\Hype\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\starlette\routing.py", line 288, in handle
    await self.app(scope, receive, send)
          │    │   │      │        └ <function wrap_app_handling_exceptions.<locals>.wrapped_app.<locals>.sender at 0x00000257A1508720>
          │    │   │      └ <function BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.receive_or_disconnect at 0x00000257A15093A0>
          │    │   └ {'type': 'http', 'asgi': {'version': '3.0', 'spec_version': '2.3'}, 'http_version': '1.1', 'server': ('127.0.0.1', 8000), 'cl...
          │    └ <function request_response.<locals>.app at 0x00000257A14B0720>
          └ APIRoute(path='/api/speech', name='process_speech', methods=['POST'])
